Block,Floor,FloorLevel,Room,Size,Size_Category,Price,AvgPrice,Date,Direction,View,Distance,View_Score
32,8,Low, D,580,Middle_Unit,7999940,13793,7/11/2023,south,6. Normal (Good Direction - S/E),500,6
48,19,Mid, F,580,Middle_Unit,8480180,14621,6/11/2023,west,8. Normal (Poor Direction - N/W),500,4.5
61,25,Mid, G,685,Middle_Unit,12179985,17781,2/11/2023,west,8. Normal (Poor Direction - N/W),200,4.5
3,20,Mid, E,583,Middle_Unit,8345062,14314,1/11/2023,south,2. Premium (Full Mountain),400,8.5
50,20,Mid, D,503,Small_Unit,8000215,15905,1/11/2023,south,6. Normal (Good Direction - S/E),350,6
17,12,Mid, A,593,Middle_Unit,9999759,16863,30/10/2023,north,8. Normal (Poor Direction - N/W),400,4.5
32,7,Low, F,503,Small_Unit,7599827,15109,26/10/2023,west,8. Normal (Poor Direction - N/W),500,4.5
26,22,Mid, E,747,Large_Unit,11600163,15529,26/10/2023,south,6. Normal (Good Direction - S/E),200,6
7,23,Mid, B,689,Middle_Unit,10999885,15965,18/10/2023,east,6. Normal (Good Direction - S/E),430,6
37,20,Mid, D,922,Large_Unit,13799574,14967,18/10/2023,south,6. Normal (Good Direction - S/E),600,6
1,18,Mid, E,489,Small_Unit,3150138,6442,17/10/2023,south,2. Premium (Full Mountain),400,8.5
12,17,Mid, C,684,Middle_Unit,9179964,13421,17/10/2023,east,6. Normal (Good Direction - S/E),400,6
52,3,Low, D,582,Middle_Unit,8070012,13866,12/10/2023,south,6. Normal (Good Direction - S/E),350,6
9,19,Mid, H,518,Small_Unit,7800044,15058,12/10/2023,north,8. Normal (Poor Direction - N/W),400,4.5
47,23,Mid, D,580,Middle_Unit,8680280,14966,11/10/2023,south,6. Normal (Good Direction - S/E),500,6
12,22,Mid, C,684,Middle_Unit,9050004,13231,10/10/2023,east,6. Normal (Good Direction - S/E),400,6
17,12,Mid, G,685,Middle_Unit,9470125,13825,6/10/2023,west,8. Normal (Poor Direction - N/W),400,4.5
41,17,Mid, A,1114,Large_Unit,19499456,17504,5/10/2023,north,1. Premium Plus (Full Harbour),600,9
21,15,Mid, G,580,Middle_Unit,9699920,16724,29/9/2023,west,8. Normal (Poor Direction - N/W),150,4.5
49,18,Mid, C,582,Middle_Unit,9650142,16581,29/9/2023,east,6. Normal (Good Direction - S/E),500,6
49,23,Mid, F,664,Middle_Unit,9280064,13976,28/9/2023,west,8. Normal (Poor Direction - N/W),500,4.5
10,15,Mid, D,689,Middle_Unit,9900241,14369,28/9/2023,south,2. Premium (Full Mountain),400,8.5
11,13,Mid, A,598,Middle_Unit,9300096,15552,27/9/2023,north,8. Normal (Poor Direction - N/W),400,4.5
13,3,Low, D,593,Middle_Unit,8000163,13491,27/9/2023,south,10. Poor Street (King's Road Noise Penalty),400,2
46,16,Mid, B,809,Large_Unit,11999897,14833,27/9/2023,east,6. Normal (Good Direction - S/E),500,6
12,26,High, G,581,Middle_Unit,5999987,10327,25/9/2023,west,8. Normal (Poor Direction - N/W),400,4.5
55,5,Low, C,797,Large_Unit,13490022,16926,25/9/2023,east,6. Normal (Good Direction - S/E),200,6
29,5,Low, H,703,Large_Unit,9500342,13514,22/9/2023,north,8. Normal (Poor Direction - N/W),400,4.5
19,22,Mid, A,489,Small_Unit,8000040,16360,21/9/2023,north,8. Normal (Poor Direction - N/W),150,4.5
46,5,Low, E,748,Large_Unit,11320232,15134,21/9/2023,south,6. Normal (Good Direction - S/E),500,6
30,15,Mid, C,606,Middle_Unit,8499756,14026,20/9/2023,east,6. Normal (Good Direction - S/E),500,6
33,17,Mid, H,1114,Large_Unit,16999640,15260,19/9/2023,north,1. Premium Plus (Full Harbour),700,9
9,7,Low, E,670,Middle_Unit,9099940,13582,18/9/2023,south,2. Premium (Full Mountain),400,8.5
33,29,High, B,1015,Large_Unit,22000125,21675,18/9/2023,east,3. Premium Partial (Gap Harbour View),700,8
29,3,Low, H,691,Middle_Unit,7800008,11288,7/9/2023,north,8. Normal (Poor Direction - N/W),400,4.5
34,23,Mid, D,922,Large_Unit,15680454,17007,7/9/2023,south,6. Normal (Good Direction - S/E),650,6
52,23,Mid, D,582,Middle_Unit,9949872,17096,6/9/2023,south,6. Normal (Good Direction - S/E),350,6
34,11,Mid, E,922,Large_Unit,15680454,17007,31/8/2023,south,6. Normal (Good Direction - S/E),650,6
25,12,Mid, D,580,Middle_Unit,10199880,17586,30/8/2023,south,6. Normal (Good Direction - S/E),200,6
45,19,Mid, A,708,Large_Unit,13800336,19492,30/8/2023,north,1. Premium Plus (Full Harbour),650,9
11,10,Low, A,598,Middle_Unit,9499828,15886,29/8/2023,north,8. Normal (Poor Direction - N/W),400,4.5
15,9,Low, H,530,Small_Unit,8570100,16170,28/8/2023,north,8. Normal (Poor Direction - N/W),400,4.5
44,21,Mid, F,572,Small_Unit,8800000,15385,2/1/2025,west,3. Premium Partial (Gap Harbour View),650,8
20,3,Low, B,785,Large_Unit,9400375,11975,28/8/2023,east,6. Normal (Good Direction - S/E),150,6
17,18,Mid, F,685,Middle_Unit,10999730,16058,23/8/2023,west,8. Normal (Poor Direction - N/W),400,4.5
27,18,Mid, F,530,Small_Unit,8249980,15566,22/8/2023,west,8. Normal (Poor Direction - N/W),400,4.5
52,4,Low, D,582,Middle_Unit,9000048,15464,21/8/2023,south,6. Normal (Good Direction - S/E),350,6
44,3,Low, F,572,Middle_Unit,8950084,15647,15/8/2023,west,3. Premium Partial (Gap Harbour View),650,8
53,14,Mid, B,809,Large_Unit,11499935,14215,14/8/2023,east,6. Normal (Good Direction - S/E),350,6
15,15,Mid, B,582,Middle_Unit,9999924,17182,11/8/2023,east,6. Normal (Good Direction - S/E),400,6
59,17,Mid, H,584,Middle_Unit,11299816,19349,11/8/2023,north,8. Normal (Poor Direction - N/W),200,4.5
10,17,Mid, F,582,Middle_Unit,9629772,16546,1/8/2023,west,8. Normal (Poor Direction - N/W),400,4.5
62,24,Mid, A,592,Middle_Unit,11899792,20101,1/8/2023,north,8. Normal (Poor Direction - N/W),200,4.5
53,24,Mid, E,749,Large_Unit,12900027,17223,31/7/2023,south,6. Normal (Good Direction - S/E),350,6
47,23,Mid, B,707,Large_Unit,13100003,18529,27/7/2023,east,6. Normal (Good Direction - S/E),500,6
41,21,Mid, F,897,Large_Unit,15399696,17168,25/7/2023,west,3. Premium Partial (Gap Harbour View),600,8
40,13,Mid, E,922,Large_Unit,15000018,16269,24/7/2023,south,6. Normal (Good Direction - S/E),600,6
2,19,Mid, G,545,Small_Unit,8299805,15229,24/7/2023,west,8. Normal (Poor Direction - N/W),400,4.5
27,12,Mid, E,580,Middle_Unit,9499820,16379,21/7/2023,south,6. Normal (Good Direction - S/E),400,6
63,10,Low, G,589,Middle_Unit,11000164,18676,19/7/2023,west,8. Normal (Poor Direction - N/W),200,4.5
11,6,Low, H,598,Middle_Unit,8199776,13712,18/7/2023,north,8. Normal (Poor Direction - N/W),400,4.5
16,18,Mid, G,685,Middle_Unit,11549785,16861,18/7/2023,west,8. Normal (Poor Direction - N/W),400,4.5
10,19,Mid, H,536,Small_Unit,8879912,16567,14/7/2023,north,8. Normal (Poor Direction - N/W),400,4.5
56,4,Low, D,759,Large_Unit,12499971,16469,14/7/2023,south,6. Normal (Good Direction - S/E),200,6
37,28,High, F,1046,Large_Unit,22599876,21606,13/7/2023,west,3. Premium Partial (Gap Harbour View),600,8
35,6,Low, A,1114,Large_Unit,20280370,18205,11/7/2023,north,1. Premium Plus (Full Harbour),600,9
58,11,Mid, F,717,Large_Unit,13100307,18271,7/7/2023,west,8. Normal (Poor Direction - N/W),200,4.5
62,21,Mid, A,592,Middle_Unit,2600064,4392,5/7/2023,north,8. Normal (Poor Direction - N/W),200,4.5
60,26,High, C,603,Middle_Unit,9500265,15755,5/7/2023,east,6. Normal (Good Direction - S/E),200,6
42,9,Low, D,922,Large_Unit,15600240,16920,28/6/2023,south,6. Normal (Good Direction - S/E),650,6
63,16,Mid, A,592,Middle_Unit,11999840,20270,27/6/2023,north,8. Normal (Poor Direction - N/W),200,4.5
1,17,Mid, C,580,Middle_Unit,8740020,15069,23/6/2023,east,6. Normal (Good Direction - S/E),400,6
16,12,Mid, G,685,Middle_Unit,10499680,15328,23/6/2023,west,8. Normal (Poor Direction - N/W),400,4.5
40,24,Mid, C,897,Large_Unit,15280395,17035,21/6/2023,east,3. Premium Partial (Gap Harbour View),600,6
32,8,Low, H,580,Middle_Unit,9550280,16466,20/6/2023,north,8. Normal (Poor Direction - N/W),500,4.5
41,27,High, D,922,Large_Unit,7499548,8134,19/6/2023,south,6. Normal (Good Direction - S/E),600,6
45,15,Mid, G,572,Middle_Unit,10549968,18444,16/6/2023,west,3. Premium Partial (Gap Harbour View),650,8
62,5,Low, G,561,Middle_Unit,10679757,19037,13/6/2023,west,8. Normal (Poor Direction - N/W),200,4.5
2,26,High, D,583,Middle_Unit,8869762,15214,12/6/2023,south,2. Premium (Full Mountain),400,8.5
43,23,Mid, A,1114,Large_Unit,22380260,20090,12/6/2023,north,1. Premium Plus (Full Harbour),700,9
22,3,Low, G,582,Middle_Unit,8299902,14261,9/6/2023,west,8. Normal (Poor Direction - N/W),150,4.5
27,6,Low, E,580,Middle_Unit,8499900,14655,8/6/2023,south,6. Normal (Good Direction - S/E),400,6
46,20,Mid, B,809,Large_Unit,4249677,5253,5/6/2023,east,6. Normal (Good Direction - S/E),500,6
43,13,Mid, A,1114,Large_Unit,21000014,18851,2/6/2023,north,1. Premium Plus (Full Harbour),700,9
24,8,Low, B,580,Middle_Unit,9680200,16690,1/6/2023,east,6. Normal (Good Direction - S/E),200,6
8,14,Mid, C,722,Large_Unit,11320238,15679,25/5/2023,east,6. Normal (Good Direction - S/E),400,6
7,14,Mid, H,582,Middle_Unit,9880032,16976,25/5/2023,north,8. Normal (Poor Direction - N/W),430,4.5
61,12,Mid, A,591,Middle_Unit,11799906,19966,24/5/2023,north,8. Normal (Poor Direction - N/W),200,4.5
51,27,High, G,664,Middle_Unit,2499960,3765,24/5/2023,west,8. Normal (Poor Direction - N/W),350,4.5
48,6,Low, D,503,Small_Unit,8687816,17272,24/5/2023,south,6. Normal (Good Direction - S/E),500,6
15,21,Mid, D,689,Middle_Unit,11580023,16807,24/5/2023,south,10. Poor Street (King's Road Noise Penalty),400,2
49,8,Low, A,701,Large_Unit,10280165,14665,24/5/2023,north,8. Normal (Poor Direction - N/W),500,4.5
9,24,Mid, B,589,Middle_Unit,10500103,17827,19/5/2023,east,6. Normal (Good Direction - S/E),400,6
41,5,Low, E,922,Large_Unit,10800308,11714,18/5/2023,south,6. Normal (Good Direction - S/E),600,6
58,17,Mid, B,792,Large_Unit,15379848,19419,17/5/2023,east,6. Normal (Good Direction - S/E),200,6
20,26,High, D,747,Large_Unit,15849846,21218,16/5/2023,south,6. Normal (Good Direction - S/E),150,6
59,23,Mid, H,584,Middle_Unit,11680000,20000,15/5/2023,north,8. Normal (Poor Direction - N/W),200,4.5
34,3,Low, D,922,Large_Unit,12899702,13991,11/5/2023,south,6. Normal (Good Direction - S/E),650,6
43,10,Low, A,1114,Large_Unit,19800236,17774,10/5/2023,north,1. Premium Plus (Full Harbour),700,9
22,7,Low, E,702,Large_Unit,11980332,17066,10/5/2023,south,6. Normal (Good Direction - S/E),150,6
30,11,Mid, A,583,Middle_Unit,10280039,17633,9/5/2023,north,8. Normal (Poor Direction - N/W),500,4.5
15,17,Mid, C,582,Middle_Unit,8400006,14433,8/5/2023,east,6. Normal (Good Direction - S/E),400,6
41,8,Low, E,922,Large_Unit,14979734,16247,8/5/2023,south,6. Normal (Good Direction - S/E),600,6
17,19,Mid, B,582,Middle_Unit,9990030,17165,8/5/2023,east,6. Normal (Good Direction - S/E),400,6
8,2,Low, C,722,Large_Unit,9900064,13712,8/5/2023,east,6. Normal (Good Direction - S/E),400,6
49,10,Low, H,701,Large_Unit,12379660,17660,8/5/2023,north,8. Normal (Poor Direction - N/W),500,4.5
63,21,Mid, A,592,Middle_Unit,11950112,20186,5/5/2023,north,8. Normal (Poor Direction - N/W),200,4.5
31,12,Mid, C,703,Large_Unit,9500342,13514,5/5/2023,east,6. Normal (Good Direction - S/E),500,6
2,1,Low, A,583,Middle_Unit,6187962,10614,5/5/2023,north,8. Normal (Poor Direction - N/W),400,4.5
26,22,Mid, C,785,Large_Unit,13899995,17707,4/5/2023,east,6. Normal (Good Direction - S/E),200,6
29,22,Mid, D,530,Small_Unit,9550070,18019,2/5/2023,south,6. Normal (Good Direction - S/E),400,6
27,5,Low, D,580,Middle_Unit,9449940,16293,26/4/2023,south,6. Normal (Good Direction - S/E),400,6
21,10,Low, B,723,Large_Unit,13300308,18396,24/4/2023,east,6. Normal (Good Direction - S/E),150,6
52,4,Low, E,582,Middle_Unit,8980260,15430,21/4/2023,south,6. Normal (Good Direction - S/E),350,6
40,8,Low, E,922,Large_Unit,16799762,18221,20/4/2023,south,6. Normal (Good Direction - S/E),600,6
12,5,Low, C,684,Middle_Unit,9625248,14072,20/4/2023,east,6. Normal (Good Direction - S/E),400,6
17,18,Mid, G,685,Middle_Unit,9500265,13869,19/4/2023,west,8. Normal (Poor Direction - N/W),400,4.5
30,15,Mid, H,583,Middle_Unit,10099892,17324,19/4/2023,north,8. Normal (Poor Direction - N/W),500,4.5
61,4,Low, D,714,Large_Unit,13500312,18908,19/4/2023,south,6. Normal (Good Direction - S/E),200,6
38,19,Mid, C,897,Large_Unit,15599727,17391,19/4/2023,east,3. Premium Partial (Gap Harbour View),600,8
48,27,High, G,580,Middle_Unit,11020000,19000,19/4/2023,west,8. Normal (Poor Direction - N/W),500,4.5
41,23,Mid, C,897,Large_Unit,14000376,15608,18/4/2023,east,3. Premium Partial (Gap Harbour View),600,8
50,26,High, C,664,Middle_Unit,11999808,18072,18/4/2023,east,6. Normal (Good Direction - S/E),350,6
54,13,Mid, E,488,Small_Unit,8880136,18197,17/4/2023,south,6. Normal (Good Direction - S/E),650,6
42,18,Mid, F,897,Large_Unit,15999789,17837,17/4/2023,west,3. Premium Partial (Gap Harbour View),650,8
25,5,Low, F,702,Large_Unit,10800270,15385,17/4/2023,west,8. Normal (Poor Direction - N/W),200,4.5
43,8,Low, G,1015,Large_Unit,19999560,19704,17/4/2023,west,3. Premium Partial (Gap Harbour View),700,8
55,6,Low, A,759,Large_Unit,13379652,17628,14/4/2023,north,8. Normal (Poor Direction - N/W),200,4.5
23,21,Mid, B,580,Middle_Unit,10699840,18448,13/4/2023,east,6. Normal (Good Direction - S/E),200,6
31,4,Low, G,503,Small_Unit,8549994,16998,13/4/2023,west,8. Normal (Poor Direction - N/W),500,4.5
47,21,Mid, A,580,Middle_Unit,11000280,18966,13/4/2023,north,8. Normal (Poor Direction - N/W),500,4.5
6,9,Low, D,762,Large_Unit,13200126,17323,12/4/2023,south,2. Premium (Full Mountain),460,8.5
34,16,Mid, B,1015,Large_Unit,20650175,20345,3/4/2023,east,3. Premium Partial (Gap Harbour View),650,8
45,17,Mid, E,708,Large_Unit,11999892,16949,3/4/2023,south,6. Normal (Good Direction - S/E),650,6
55,8,Low, B,797,Large_Unit,13380036,16788,30/3/2023,east,6. Normal (Good Direction - S/E),200,6
51,9,Low, G,664,Middle_Unit,12299936,18524,29/3/2023,west,8. Normal (Poor Direction - N/W),350,4.5
56,13,Mid, G,717,Large_Unit,12700221,17713,28/3/2023,west,8. Normal (Poor Direction - N/W),200,4.5
46,8,Low, H,748,Large_Unit,14000316,18717,27/3/2023,north,8. Normal (Poor Direction - N/W),500,4.5
36,10,Low, D,922,Large_Unit,16727846,18143,27/3/2023,south,6. Normal (Good Direction - S/E),600,6
21,14,Mid, H,709,Large_Unit,12879694,18166,23/3/2023,north,8. Normal (Poor Direction - N/W),150,4.5
56,9,Low, C,792,Large_Unit,14999688,18939,23/3/2023,east,6. Normal (Good Direction - S/E),200,6
33,16,Mid, H,1114,Large_Unit,21799866,19569,23/3/2023,north,1. Premium Plus (Full Harbour),700,9
61,15,Mid, E,714,Large_Unit,13450332,18838,22/3/2023,south,6. Normal (Good Direction - S/E),200,6
27,20,Mid, D,580,Middle_Unit,9900020,17069,20/3/2023,south,6. Normal (Good Direction - S/E),400,6
20,16,Mid, A,747,Large_Unit,11999808,16064,20/3/2023,north,8. Normal (Poor Direction - N/W),150,4.5
45,15,Mid, A,708,Large_Unit,14199648,20056,20/3/2023,north,1. Premium Plus (Full Harbour),650,9
28,19,Mid, F,583,Middle_Unit,10029932,17204,20/3/2023,west,8. Normal (Poor Direction - N/W),400,4.5
34,6,Low, G,1015,Large_Unit,18100495,17833,20/3/2023,west,3. Premium Partial (Gap Harbour View),650,8
48,10,Low, F,580,Middle_Unit,10380260,17897,17/3/2023,west,8. Normal (Poor Direction - N/W),500,4.5
37,18,Mid, A,1114,Large_Unit,23879704,21436,17/3/2023,north,1. Premium Plus (Full Harbour),600,9
57,24,Mid, D,760,Large_Unit,14800240,19474,17/3/2023,south,6. Normal (Good Direction - S/E),200,6
55,20,Mid, E,759,Large_Unit,15500298,20422,17/3/2023,south,6. Normal (Good Direction - S/E),200,6
30,14,Mid, B,606,Middle_Unit,10680144,17624,16/3/2023,east,6. Normal (Good Direction - S/E),500,6
24,28,High, D,702,Large_Unit,13879944,19772,16/3/2023,south,6. Normal (Good Direction - S/E),200,6
40,26,High, F,897,Large_Unit,15999789,17837,15/3/2023,west,3. Premium Partial (Gap Harbour View),600,8
63,10,Low, F,589,Middle_Unit,10500103,17827,15/3/2023,west,8. Normal (Poor Direction - N/W),200,4.5
12,5,Low, D,593,Middle_Unit,9499860,16020,15/3/2023,south,10. Poor Street (King's Road Noise Penalty),400,2
26,24,Mid, G,716,Large_Unit,12999696,18156,14/3/2023,west,8. Normal (Poor Direction - N/W),200,4.5
41,16,Mid, A,1114,Large_Unit,19800236,17774,14/3/2023,north,1. Premium Plus (Full Harbour),600,9
44,4,Low, E,708,Large_Unit,12700104,17938,13/3/2023,south,6. Normal (Good Direction - S/E),650,6
18,6,Low, G,684,Middle_Unit,11329776,16564,10/3/2023,west,8. Normal (Poor Direction - N/W),400,4.5
24,17,Mid, F,723,Large_Unit,13000263,17981,10/3/2023,west,8. Normal (Poor Direction - N/W),200,4.5
59,4,Low, E,584,Middle_Unit,9199752,15753,10/3/2023,south,6. Normal (Good Direction - S/E),200,6
59,23,Mid, G,567,Middle_Unit,11199951,19753,10/3/2023,west,8. Normal (Poor Direction - N/W),200,4.5
42,28,High, C,1046,Large_Unit,21499484,20554,9/3/2023,east,3. Premium Partial (Gap Harbour View),650,8
1,10,Low, G,580,Middle_Unit,8680280,14966,8/3/2023,west,8. Normal (Poor Direction - N/W),400,4.5
61,26,High, C,635,Middle_Unit,9999980,15748,8/3/2023,east,6. Normal (Good Direction - S/E),200,6
50,23,Mid, H,603,Middle_Unit,9799956,16252,7/3/2023,north,8. Normal (Poor Direction - N/W),350,4.5
57,4,Low, D,760,Large_Unit,11299680,14868,7/3/2023,south,6. Normal (Good Direction - S/E),200,6
12,25,Mid, A,593,Middle_Unit,10500251,17707,7/3/2023,north,8. Normal (Poor Direction - N/W),400,4.5
15,15,Mid, F,582,Middle_Unit,9899820,17010,7/3/2023,west,8. Normal (Poor Direction - N/W),400,4.5
52,17,Mid, C,701,Large_Unit,12540189,17889,7/3/2023,east,6. Normal (Good Direction - S/E),350,6
49,9,Low, D,502,Small_Unit,7767948,15474,7/3/2023,south,6. Normal (Good Direction - S/E),500,6
36,7,Low, F,897,Large_Unit,14700036,16388,7/3/2023,west,3. Premium Partial (Gap Harbour View),600,4.5
8,4,Low, D,689,Middle_Unit,10000146,14514,6/3/2023,south,2. Premium (Full Mountain),400,8.5
2,11,Mid, B,489,Small_Unit,7249914,14826,6/3/2023,east,6. Normal (Good Direction - S/E),400,6
37,23,Mid, G,1015,Large_Unit,24500070,24138,6/3/2023,west,3. Premium Partial (Gap Harbour View),600,4.5
33,12,Mid, B,1015,Large_Unit,19879790,19586,3/3/2023,east,3. Premium Partial (Gap Harbour View),700,8
61,22,Mid, B,563,Middle_Unit,8700039,15453,3/3/2023,east,6. Normal (Good Direction - S/E),200,6
39,6,Low, H,1114,Large_Unit,22300052,20018,3/3/2023,north,1. Premium Plus (Full Harbour),600,9
7,4,Low, D,582,Middle_Unit,9000048,15464,2/3/2023,south,2. Premium (Full Mountain),430,8.5
19,8,Low, A,489,Small_Unit,8000040,16360,2/3/2023,north,8. Normal (Poor Direction - N/W),150,4.5
52,11,Mid, F,701,Large_Unit,11900176,16976,2/3/2023,west,8. Normal (Poor Direction - N/W),350,4.5
6,28,High, G,704,Large_Unit,11680064,16591,1/3/2023,west,8. Normal (Poor Direction - N/W),460,4.5
48,13,Mid, F,580,Middle_Unit,9650040,16638,28/2/2023,west,8. Normal (Poor Direction - N/W),500,4.5
56,5,Low, G,717,Large_Unit,11429697,15941,27/2/2023,west,8. Normal (Poor Direction - N/W),200,4.5
29,12,Mid, F,580,Middle_Unit,10249760,17672,24/2/2023,west,8. Normal (Poor Direction - N/W),400,4.5
26,19,Mid, F,716,Large_Unit,12280116,17151,24/2/2023,west,8. Normal (Poor Direction - N/W),200,4.5
22,11,Mid, B,582,Middle_Unit,10150080,17440,22/2/2023,east,6. Normal (Good Direction - S/E),150,6
18,15,Mid, E,593,Middle_Unit,8500062,14334,22/2/2023,south,2. Premium (Full Mountain),400,8.5
1,27,High, B,580,Middle_Unit,9879720,17034,21/2/2023,east,6. Normal (Good Direction - S/E),400,6
55,14,Mid, F,680,Middle_Unit,13079800,19235,21/2/2023,west,8. Normal (Poor Direction - N/W),200,4.5
8,27,High, A,706,Large_Unit,12100134,17139,20/2/2023,north,8. Normal (Poor Direction - N/W),400,4.5
7,28,High, H,582,Middle_Unit,11200008,19244,20/2/2023,north,8. Normal (Poor Direction - N/W),430,4.5
7,20,Mid, F,536,Small_Unit,8579752,16007,20/2/2023,west,8. Normal (Poor Direction - N/W),430,4.5
60,20,Mid, E,714,Large_Unit,13830180,19370,20/2/2023,south,6. Normal (Good Direction - S/E),200,6
46,28,High, A,748,Large_Unit,17500208,23396,16/2/2023,north,8. Normal (Poor Direction - N/W),500,4.5
13,23,Mid, G,685,Middle_Unit,11499780,16788,16/2/2023,west,8. Normal (Poor Direction - N/W),400,4.5
11,19,Mid, B,582,Middle_Unit,9179886,15773,16/2/2023,east,6. Normal (Good Direction - S/E),400,6
39,26,High, F,897,Large_Unit,14379807,16031,16/2/2023,west,8. Normal (Poor Direction - N/W),600,4.5
40,8,Low, A,1114,Large_Unit,9000006,8079,15/2/2023,north,1. Premium Plus (Full Harbour),600,9
41,11,Mid, G,1015,Large_Unit,19838175,19545,15/2/2023,west,3. Premium Partial (Gap Harbour View),600,8
40,17,Mid, D,922,Large_Unit,12100328,13124,15/2/2023,south,6. Normal (Good Direction - S/E),600,6
3,6,Low, G,545,Small_Unit,7400010,13578,14/2/2023,west,8. Normal (Poor Direction - N/W),400,4.5
8,9,Low, E,689,Middle_Unit,9599837,13933,14/2/2023,south,2. Premium (Full Mountain),400,8.5
20,22,Mid, B,785,Large_Unit,13800300,17580,13/2/2023,east,6. Normal (Good Direction - S/E),150,6
39,5,Low, A,1114,Large_Unit,19900496,17864,10/2/2023,north,1. Premium Plus (Full Harbour),600,1
24,21,Mid, C,580,Middle_Unit,10050240,17328,10/2/2023,east,6. Normal (Good Direction - S/E),200,6
59,8,Low, E,584,Middle_Unit,9999832,17123,10/2/2023,south,6. Normal (Good Direction - S/E),200,6
15,16,Mid, F,582,Middle_Unit,9550038,16409,8/2/2023,west,8. Normal (Poor Direction - N/W),400,4.5
24,6,Low, B,580,Middle_Unit,9800260,16897,7/2/2023,east,6. Normal (Good Direction - S/E),200,6
48,10,Low, G,580,Middle_Unit,9659900,16655,7/2/2023,west,8. Normal (Poor Direction - N/W),500,4.5
11,9,Low, G,691,Middle_Unit,9799762,14182,6/2/2023,west,8. Normal (Poor Direction - N/W),400,4.5
24,26,High, F,723,Large_Unit,12299676,17012,6/2/2023,west,8. Normal (Poor Direction - N/W),200,4.5
7,18,Mid, E,582,Middle_Unit,9150204,15722,6/2/2023,south,2. Premium (Full Mountain),430,8.5
50,12,Mid, E,503,Small_Unit,8398088,16696,2/2/2023,south,6. Normal (Good Direction - S/E),350,6
49,5,Low, C,582,Middle_Unit,8799840,15120,2/2/2023,east,6. Normal (Good Direction - S/E),500,6
35,26,High, E,922,Large_Unit,15749604,17082,31/1/2023,south,6. Normal (Good Direction - S/E),600,6
40,14,Mid, F,897,Large_Unit,14500005,16165,31/1/2023,west,3. Premium Partial (Gap Harbour View),600,8
47,7,Low, E,580,Middle_Unit,9480100,16345,31/1/2023,south,6. Normal (Good Direction - S/E),500,6
34,6,Low, F,897,Large_Unit,13499850,15050,30/1/2023,west,3. Premium Partial (Gap Harbour View),650,8
3,17,Mid, B,489,Small_Unit,7159938,14642,30/1/2023,east,6. Normal (Good Direction - S/E),400,6
48,5,Low, D,503,Small_Unit,8099809,16103,27/1/2023,south,6. Normal (Good Direction - S/E),500,6
57,5,Low, B,717,Large_Unit,11999712,16736,27/1/2023,east,6. Normal (Good Direction - S/E),200,6
6,17,Mid, G,704,Large_Unit,10250240,14560,26/1/2023,west,8. Normal (Poor Direction - N/W),460,4.5
32,9,Low, C,701,Large_Unit,11919804,17004,20/1/2023,east,6. Normal (Good Direction - S/E),500,6
8,4,Low, H,596,Middle_Unit,8379760,14060,20/1/2023,north,8. Normal (Poor Direction - N/W),400,4.5
59,5,Low, B,714,Large_Unit,11850258,16597,20/1/2023,east,6. Normal (Good Direction - S/E),200,6
50,10,Low, F,582,Middle_Unit,8299902,14261,20/1/2023,west,8. Normal (Poor Direction - N/W),350,4.5
34,23,Mid, B,1015,Large_Unit,18000010,17734,20/1/2023,east,3. Premium Partial (Gap Harbour View),650,8
32,5,Low, G,503,Small_Unit,7800021,15507,20/1/2023,west,8. Normal (Poor Direction - N/W),500,4.5
60,15,Mid, F,647,Middle_Unit,4499885,6955,20/1/2023,west,8. Normal (Poor Direction - N/W),200,4.5
19,4,Low, B,583,Middle_Unit,7999926,13722,20/1/2023,east,6. Normal (Good Direction - S/E),150,6
62,7,Low, A,592,Middle_Unit,10449984,17652,19/1/2023,north,8. Normal (Poor Direction - N/W),200,4.5
7,19,Mid, B,689,Middle_Unit,12610078,18302,18/1/2023,east,6. Normal (Good Direction - S/E),430,6
48,6,Low, H,603,Middle_Unit,9669708,16036,18/1/2023,north,8. Normal (Poor Direction - N/W),500,4.5
7,9,Low, E,582,Middle_Unit,8780052,15086,16/1/2023,south,2. Premium (Full Mountain),430,8.5
49,21,Mid, H,701,Large_Unit,12299746,17546,16/1/2023,north,8. Normal (Poor Direction - N/W),500,4.5
15,22,Mid, E,689,Middle_Unit,10000146,14514,16/1/2023,south,10. Poor Street (King's Road Noise Penalty),400,2
16,27,High, B,685,Middle_Unit,9800295,14307,13/1/2023,east,6. Normal (Good Direction - S/E),400,6
62,19,Mid, B,680,Middle_Unit,13799920,20294,13/1/2023,east,6. Normal (Good Direction - S/E),200,6
6,11,Mid, C,797,Large_Unit,10699725,13425,13/1/2023,east,6. Normal (Good Direction - S/E),460,6
7,4,Low, E,582,Middle_Unit,8264982,14201,11/1/2023,south,2. Premium (Full Mountain),430,8.5
52,22,Mid, D,582,Middle_Unit,9600090,16495,10/1/2023,south,6. Normal (Good Direction - S/E),350,6
12,3,Low, D,593,Middle_Unit,8500062,14334,10/1/2023,south,10. Poor Street (King's Road Noise Penalty),400,2
10,6,Low, C,582,Middle_Unit,8468100,14550,10/1/2023,east,6. Normal (Good Direction - S/E),400,6
49,9,Low, A,701,Large_Unit,8200298,11698,10/1/2023,north,8. Normal (Poor Direction - N/W),500,4.5
