Block,Floor,FloorLevel,Room,Size,Size_Category,Price,AvgPrice,Date,Direction,View,Distance,View_Score
12,28,High, F,484,Middle_Unit,5900000,12190,28/5/2024,South East,1. Premium Plus (Full River/Park),580.0,9.0
23,21,Mid, G,327,Small_Unit,4390000,13425,28/5/2024,North East,6. Normal (Good Direction - S/E),350.0,6.0
6,11,Mid, D,853,Large_Unit,9000000,10551,24/5/2024,South West,11. Poor Highway (Tai Chung Kiu Noise Penalty),720.0,1.0
44,21,Mid, A,284,Small_Unit,4000000,14085,22/5/2024,West,9. Poor Close (Wall View),150.0,3.0
23,7,Low, F,451,Middle_Unit,5400000,11973,22/5/2024,South East,6. Normal (Good Direction - S/E),350.0,6.0
14,13,Mid, A,819,Large_Unit,9200000,11233,21/5/2024,North West,1. Premium Plus (Full River/Park),680.0,9.0
10,27,High, C,327,Small_Unit,4660000,14251,17/5/2024,South West,3. Premium Partial (Slivers of Water/Park),580.0,8.0
48,14,Mid, G,304,Small_Unit,4400000,14474,17/5/2024,North,10. Poor Street (Busy Road),200.0,2.0
7,11,Mid, A,515,Middle_Unit,6380000,12388,16/5/2024,North West,2. Premium (Full River - West/Sun),600.0,8.5
37,18,Mid, C,304,Small_Unit,3700000,12171,14/5/2024,South,9. Poor Close (Wall View),150.0,3.0
28,28,High, C,688,Large_Unit,8280000,12035,13/5/2024,West,9. Poor Close (Wall View),480.0,3.0
27,13,Mid, C,688,Large_Unit,7700000,11192,9/5/2024,West,10. Poor Street (Busy Road),450.0,2.0
1,23,Mid, G,327,Small_Unit,4580000,14006,8/5/2024,North East,2. Premium (Full River - West/Sun),650.0,8.5
36,6,Low, C,307,Small_Unit,3810000,12410,6/5/2024,East,6. Normal (Good Direction - S/E),300.0,6.0
18,18,Mid, C,484,Middle_Unit,6500000,13430,6/5/2024,South West,6. Normal (Good Direction - S/E),550.0,6.0
41,16,Mid, C,304,Small_Unit,4350000,14309,3/5/2024,South,6. Normal (Good Direction - S/E),220.0,6.0
37,15,Mid, G,304,Small_Unit,4238000,13941,2/5/2024,North,5. Good Internal (Pool/Garden/Mall),150.0,6.5
11,4,Low, D,504,Middle_Unit,5600000,11111,30/4/2024,South West,6. Normal (Good Direction - S/E),550.0,6.0
8,1,Low, D,327,Small_Unit,4200000,12844,30/4/2024,South West,6. Normal (Good Direction - S/E),620.0,6.0
9,19,Mid, G,327,Small_Unit,4450000,13609,24/4/2024,North East,6. Normal (Good Direction - S/E),600.0,6.0
5,19,Mid, D,853,Large_Unit,10080000,11817,22/4/2024,South West,2. Premium (Full River - West/Sun),750.0,8.5
43,31,High, A,284,Small_Unit,4500000,15845,22/4/2024,West,9. Poor Close (Wall View),220.0,3.0
4,11,Mid, C,853,Large_Unit,9600000,11254,22/4/2024,South West,2. Premium (Full River - West/Sun),720.0,8.5
50,20,Mid, G,304,Small_Unit,4488000,14763,19/4/2024,North East,6. Normal (Good Direction - S/E),250.0,6.0
2,8,Low, H,327,Small_Unit,3930000,12018,19/4/2024,North East,2. Premium (Full River - West/Sun),680.0,8.5
50,23,Mid, C,304,Small_Unit,4480000,14737,19/4/2024,South West,6. Normal (Good Direction - S/E),250.0,6.0
12,23,Mid, F,484,Middle_Unit,6300000,13017,19/4/2024,South East,1. Premium Plus (Full River/Park),580.0,9.0
52,12,Mid, H,304,Small_Unit,4175000,13734,18/4/2024,North East,6. Normal (Good Direction - S/E),280.0,6.0
23,11,Mid, G,327,Small_Unit,4623000,14138,18/4/2024,North East,6. Normal (Good Direction - S/E),350.0,6.0
41,11,Mid, B,284,Small_Unit,4060000,14296,18/4/2024,West,10. Poor Street (Busy Road),220.0,2.0
28,24,Mid, C,688,Large_Unit,8080000,11744,18/4/2024,West,9. Poor Close (Wall View),480.0,3.0
17,26,High, G,327,Small_Unit,4500000,13761,17/4/2024,North East,6. Normal (Good Direction - S/E),520.0,6.0
41,16,Mid, A,284,Small_Unit,4600000,16197,17/4/2024,West,10. Poor Street (Busy Road),220.0,2.0
48,12,Mid, H,304,Small_Unit,4500000,14803,15/4/2024,North,10. Poor Street (Busy Road),200.0,2.0
35,12,Mid, B,707,Large_Unit,8080000,11429,12/4/2024,North,5. Good Internal (Pool/Garden/Mall),320.0,6.5
45,16,Mid, B,284,Small_Unit,4480000,15775,12/4/2024,West,9. Poor Close (Wall View),150.0,3.0
29,11,Mid, B,451,Middle_Unit,6000000,13304,12/4/2024,East,9. Poor Close (Wall View),450.0,3.0
38,19,Mid, D,304,Small_Unit,4450000,14638,12/4/2024,South,9. Poor Close (Wall View),150.0,3.0
52,9,Low, A,284,Small_Unit,3900000,13732,12/4/2024,North West,8. Normal (Poor Direction - N/W),280.0,4.5
24,6,Low, G,326,Small_Unit,3900000,11963,12/4/2024,South,10. Poor Street (Busy Road),380.0,2.0
1,14,Mid, C,327,Small_Unit,4150000,12691,11/4/2024,South West,2. Premium (Full River - West/Sun),650.0,8.5
43,15,Mid, F,284,Small_Unit,4150000,14613,11/4/2024,East,9. Poor Close (Wall View),220.0,3.0
51,3,Low, G,304,Small_Unit,3900000,12829,11/4/2024,North East,6. Normal (Good Direction - S/E),280.0,6.0
17,10,Low, H,327,Small_Unit,4300000,13150,11/4/2024,North East,6. Normal (Good Direction - S/E),520.0,6.0
42,15,Mid, E,284,Small_Unit,4300000,15141,11/4/2024,East,9. Poor Close (Wall View),200.0,3.0
26,30,High, H,326,Small_Unit,5220000,16012,11/4/2024,East,10. Poor Street (Busy Road),420.0,2.0
44,12,Mid, G,304,Small_Unit,4350000,14309,10/4/2024,North,9. Poor Close (Wall View),150.0,3.0
50,3,Low, D,304,Small_Unit,3600000,11842,9/4/2024,South West,6. Normal (Good Direction - S/E),250.0,6.0
9,14,Mid, G,327,Small_Unit,4680000,14312,8/4/2024,North East,6. Normal (Good Direction - S/E),600.0,6.0
37,4,Low, F,284,Small_Unit,4100000,14437,8/4/2024,West,9. Poor Close (Wall View),150.0,3.0
49,8,Low, G,304,Small_Unit,4300000,14145,8/4/2024,North East,6. Normal (Good Direction - S/E),220.0,6.0
11,20,Mid, A,515,Middle_Unit,6850000,13301,5/4/2024,North West,1. Premium Plus (Full River/Park),550.0,9.0
10,13,Mid, C,327,Small_Unit,4460000,13639,5/4/2024,South West,3. Premium Partial (Slivers of Water/Park),580.0,8.0
8,11,Mid, H,327,Small_Unit,4080000,12477,3/4/2024,North East,6. Normal (Good Direction - S/E),620.0,6.0
49,20,Mid, C,304,Small_Unit,4100000,13487,3/4/2024,South West,6. Normal (Good Direction - S/E),220.0,6.0
36,20,Mid, D,307,Small_Unit,3800000,12378,3/4/2024,East,6. Normal (Good Direction - S/E),300.0,6.0
51,23,Mid, F,284,Small_Unit,4200000,14789,3/4/2024,South East,6. Normal (Good Direction - S/E),280.0,6.0
2,11,Mid, C,327,Small_Unit,4300000,13150,2/4/2024,South West,2. Premium (Full River - West/Sun),680.0,8.5
44,9,Low, F,284,Small_Unit,3880000,13662,2/4/2024,East,9. Poor Close (Wall View),150.0,3.0
51,5,Low, E,284,Small_Unit,3700000,13028,2/4/2024,South East,6. Normal (Good Direction - S/E),280.0,6.0
19,10,Low, A,451,Middle_Unit,5550000,12306,2/4/2024,North West,8. Normal (Poor Direction - N/W),550.0,4.5
42,32,High, E,284,Small_Unit,4200000,14789,2/4/2024,East,9. Poor Close (Wall View),200.0,3.0
40,19,Mid, E,284,Small_Unit,3950000,13908,28/3/2024,West,10. Poor Street (Busy Road),200.0,2.0
1,25,Mid, C,327,Small_Unit,4300000,13150,28/3/2024,South West,2. Premium (Full River - West/Sun),650.0,8.5
24,13,Mid, C,326,Small_Unit,4280000,13129,27/3/2024,West,10. Poor Street (Busy Road),380.0,2.0
8,20,Mid, H,327,Small_Unit,4380000,13394,26/3/2024,North East,6. Normal (Good Direction - S/E),620.0,6.0
51,21,Mid, D,304,Small_Unit,4500000,14803,25/3/2024,South West,6. Normal (Good Direction - S/E),280.0,6.0
41,14,Mid, B,284,Small_Unit,3100000,10915,25/3/2024,West,10. Poor Street (Busy Road),220.0,2.0
12,1,Low, A,515,Middle_Unit,5400000,10485,25/3/2024,North West,1. Premium Plus (Full River/Park),580.0,9.0
16,26,High, E,451,Middle_Unit,5750000,12749,25/3/2024,South East,6. Normal (Good Direction - S/E),500.0,6.0
23,11,Mid, H,327,Small_Unit,4128000,12624,22/3/2024,North East,6. Normal (Good Direction - S/E),350.0,6.0
5,22,Mid, C,853,Large_Unit,9100000,10668,22/3/2024,South West,2. Premium (Full River - West/Sun),750.0,8.5
40,26,High, F,284,Small_Unit,4220000,14859,22/3/2024,West,10. Poor Street (Busy Road),200.0,2.0
36,21,Mid, F,478,Middle_Unit,5220000,10921,20/3/2024,South,5. Good Internal (Pool/Garden/Mall),300.0,6.5
43,24,Mid, F,284,Small_Unit,4190000,14754,20/3/2024,East,9. Poor Close (Wall View),220.0,3.0
46,5,Low, B,284,Small_Unit,3050000,10739,20/3/2024,West,10. Poor Street (Busy Road),180.0,2.0
19,21,Mid, H,327,Small_Unit,4300000,13150,19/3/2024,North East,6. Normal (Good Direction - S/E),550.0,6.0
50,15,Mid, A,284,Small_Unit,4180000,14718,19/3/2024,North West,8. Normal (Poor Direction - N/W),250.0,4.5
29,1,Low, B,451,Middle_Unit,5000000,11086,18/3/2024,East,9. Poor Close (Wall View),450.0,3.0
6,20,Mid, A,819,Large_Unit,8330000,10171,18/3/2024,North West,2. Premium (Full River - West/Sun),720.0,8.5
48,27,High, D,304,Small_Unit,3720000,12237,18/3/2024,South,6. Normal (Good Direction - S/E),200.0,6.0
2,10,Low, H,327,Small_Unit,4250000,12997,14/3/2024,North East,2. Premium (Full River - West/Sun),680.0,8.5
39,17,Mid, D,304,Small_Unit,3950000,12993,14/3/2024,South,9. Poor Close (Wall View),180.0,3.0
50,10,Low, E,284,Small_Unit,3830000,13486,14/3/2024,South East,6. Normal (Good Direction - S/E),250.0,6.0
32,29,High, B,451,Middle_Unit,5600000,12417,12/3/2024,South,5. Good Internal (Pool/Garden/Mall),380.0,6.5
41,18,Mid, G,304,Small_Unit,3860000,12697,11/3/2024,North,10. Poor Street (Busy Road),220.0,2.0
31,10,Low, G,327,Small_Unit,3500000,10703,8/3/2024,East,9. Poor Close (Wall View),400.0,3.0
7,1,Low, A,515,Middle_Unit,5200000,10097,8/3/2024,North West,2. Premium (Full River - West/Sun),600.0,8.5
21,20,Mid, G,327,Small_Unit,4000000,12232,7/3/2024,North East,6. Normal (Good Direction - S/E),500.0,6.0
8,3,Low, B,451,Middle_Unit,5650000,12528,5/3/2024,North West,8. Normal (Poor Direction - N/W),620.0,4.5
24,16,Mid, D,326,Small_Unit,4500000,13804,27/2/2024,West,10. Poor Street (Busy Road),380.0,2.0
5,21,Mid, A,819,Large_Unit,8300000,10134,27/2/2024,North West,2. Premium (Full River - West/Sun),750.0,8.5
48,5,Low, E,284,Small_Unit,3700000,13028,23/2/2024,East,10. Poor Street (Busy Road),200.0,2.0
14,23,Mid, A,819,Large_Unit,9900000,12088,21/2/2024,North West,1. Premium Plus (Full River/Park),680.0,9.0
41,23,Mid, B,284,Small_Unit,3700000,13028,20/2/2024,West,10. Poor Street (Busy Road),220.0,2.0
26,4,Low, G,326,Small_Unit,3880000,11902,20/2/2024,East,10. Poor Street (Busy Road),420.0,2.0
50,3,Low, H,304,Small_Unit,3830000,12599,19/2/2024,North East,6. Normal (Good Direction - S/E),250.0,6.0
41,3,Low, G,304,Small_Unit,3620000,11908,9/2/2024,North,10. Poor Street (Busy Road),220.0,2.0
40,11,Mid, C,304,Small_Unit,3880000,12763,9/2/2024,South,9. Poor Close (Wall View),200.0,3.0
7,31,High, B,515,Middle_Unit,6000000,11650,8/2/2024,North West,2. Premium (Full River - West/Sun),600.0,8.5
12,5,Low, B,515,Middle_Unit,5300000,10291,8/2/2024,North West,1. Premium Plus (Full River/Park),580.0,9.0
22,24,Mid, E,504,Middle_Unit,5860000,11627,7/2/2024,South East,6. Normal (Good Direction - S/E),480.0,6.0
27,4,Low, C,688,Large_Unit,6500000,9448,7/2/2024,West,10. Poor Street (Busy Road),450.0,2.0
32,17,Mid, E,451,Middle_Unit,5000000,11086,7/2/2024,North,10. Poor Street (Busy Road),380.0,2.0
47,8,Low, D,304,Small_Unit,4080000,13421,2/2/2024,South,6. Normal (Good Direction - S/E),180.0,6.0
9,4,Low, A,451,Middle_Unit,5580000,12373,2/2/2024,North West,8. Normal (Poor Direction - N/W),600.0,4.5
29,14,Mid, H,327,Small_Unit,4200000,12844,2/2/2024,South,9. Poor Close (Wall View),450.0,3.0
10,7,Low, G,327,Small_Unit,4050000,12385,31/1/2024,North East,1. Premium Plus (Full River/Park),580.0,9.0
26,3,Low, A,447,Middle_Unit,5100000,11409,30/1/2024,North,8. Normal (Poor Direction - N/W),420.0,4.5
28,19,Mid, D,688,Large_Unit,7800000,11337,30/1/2024,West,9. Poor Close (Wall View),480.0,3.0
43,10,Low, D,304,Small_Unit,4000000,13158,30/1/2024,South,6. Normal (Good Direction - S/E),220.0,6.0
29,13,Mid, G,327,Small_Unit,4200000,12844,29/1/2024,South,9. Poor Close (Wall View),450.0,3.0
16,20,Mid, D,327,Small_Unit,4430000,13547,24/1/2024,South West,6. Normal (Good Direction - S/E),500.0,6.0
30,22,Mid, G,327,Small_Unit,4688000,14336,19/1/2024,East,9. Poor Close (Wall View),420.0,3.0
5,5,Low, D,853,Large_Unit,8880000,10410,18/1/2024,South West,2. Premium (Full River - West/Sun),750.0,8.5
25,5,Low, C,688,Large_Unit,7200000,10465,16/1/2024,West,9. Poor Close (Wall View),400.0,3.0
40,5,Low, C,304,Small_Unit,3880000,12763,16/1/2024,South,9. Poor Close (Wall View),200.0,3.0
21,19,Mid, D,327,Small_Unit,4280000,13089,16/1/2024,South West,6. Normal (Good Direction - S/E),500.0,6.0
17,16,Mid, B,451,Middle_Unit,5200000,11530,15/1/2024,North West,8. Normal (Poor Direction - N/W),520.0,4.5
19,24,Mid, B,451,Middle_Unit,5500000,12195,12/1/2024,North West,8. Normal (Poor Direction - N/W),550.0,4.5
9,29,High, C,327,Small_Unit,4260000,13028,12/1/2024,South West,6. Normal (Good Direction - S/E),600.0,6.0
38,17,Mid, H,304,Small_Unit,4050000,13322,11/1/2024,North,10. Poor Street (Busy Road),150.0,2.0
9,22,Mid, A,451,Middle_Unit,5210000,11552,10/1/2024,North West,8. Normal (Poor Direction - N/W),600.0,4.5
24,8,Low, H,326,Small_Unit,4100000,12577,10/1/2024,South,10. Poor Street (Busy Road),380.0,2.0
39,8,Low, H,304,Small_Unit,3950000,12993,3/1/2024,North,10. Poor Street (Busy Road),180.0,2.0
48,30,High, H,304,Small_Unit,3770000,12401,27/12/2023,North,10. Poor Street (Busy Road),200.0,2.0
41,27,High, G,304,Small_Unit,4138000,13612,21/12/2023,North,10. Poor Street (Busy Road),220.0,2.0
4,10,Low, C,853,Large_Unit,9450000,11079,15/12/2023,South West,2. Premium (Full River - West/Sun),720.0,8.5
30,22,Mid, E,451,Middle_Unit,5650000,12528,15/12/2023,North,9. Poor Close (Wall View),420.0,3.0
14,4,Low, D,853,Large_Unit,9200000,10785,11/12/2023,South West,6. Normal (Good Direction - S/E),680.0,6.0
26,12,Mid, B,447,Middle_Unit,5710000,12774,11/12/2023,North,8. Normal (Poor Direction - N/W),420.0,4.5
17,9,Low, C,327,Small_Unit,4010000,12263,8/12/2023,South West,6. Normal (Good Direction - S/E),520.0,6.0
32,6,Low, G,327,Small_Unit,4308000,13174,6/12/2023,East,10. Poor Street (Busy Road),380.0,2.0
43,22,Mid, H,304,Small_Unit,4280000,14079,5/12/2023,North,9. Poor Close (Wall View),220.0,3.0
23,23,Mid, C,327,Small_Unit,4680000,14312,4/12/2023,South West,6. Normal (Good Direction - S/E),350.0,6.0
47,28,High, D,304,Small_Unit,4380000,14408,4/12/2023,South,6. Normal (Good Direction - S/E),180.0,6.0
44,10,Low, A,284,Small_Unit,3900000,13732,1/12/2023,West,9. Poor Close (Wall View),150.0,3.0
37,11,Mid, D,304,Small_Unit,4180000,13750,29/11/2023,South,9. Poor Close (Wall View),150.0,3.0
32,19,Mid, C,327,Small_Unit,4730000,14465,28/11/2023,West,9. Poor Close (Wall View),380.0,3.0
34,28,High, C,707,Large_Unit,8980000,12702,27/11/2023,North,4. Good Open (High Floor City),300.0,7.0
9,17,Mid, C,327,Small_Unit,4820000,14740,24/11/2023,South West,6. Normal (Good Direction - S/E),600.0,6.0
47,16,Mid, A,284,Small_Unit,3860000,13592,22/11/2023,West,9. Poor Close (Wall View),180.0,3.0
44,12,Mid, E,284,Small_Unit,3900000,13732,21/11/2023,East,9. Poor Close (Wall View),150.0,3.0
20,10,Low, B,451,Middle_Unit,5700000,12639,21/11/2023,North West,8. Normal (Poor Direction - N/W),520.0,4.5
30,13,Mid, H,327,Small_Unit,4260000,13028,21/11/2023,East,9. Poor Close (Wall View),420.0,3.0
50,10,Low, D,304,Small_Unit,4000000,13158,20/11/2023,South West,6. Normal (Good Direction - S/E),250.0,6.0
38,11,Mid, B,284,Small_Unit,4168000,14676,17/11/2023,East,9. Poor Close (Wall View),150.0,3.0
16,25,Mid, C,327,Small_Unit,4800000,14679,17/11/2023,South West,6. Normal (Good Direction - S/E),500.0,6.0
48,27,High, F,284,Small_Unit,3700000,13028,16/11/2023,East,10. Poor Street (Busy Road),200.0,2.0
46,10,Low, H,304,Small_Unit,4400000,14474,16/11/2023,North,10. Poor Street (Busy Road),180.0,2.0
42,20,Mid, D,304,Small_Unit,4190000,13783,15/11/2023,South,6. Normal (Good Direction - S/E),200.0,6.0
32,11,Mid, D,327,Small_Unit,4600000,14067,14/11/2023,West,9. Poor Close (Wall View),380.0,3.0
50,23,Mid, G,304,Small_Unit,4368000,14368,10/11/2023,North East,6. Normal (Good Direction - S/E),250.0,6.0
20,24,Mid, E,451,Middle_Unit,6700000,14856,10/11/2023,South East,6. Normal (Good Direction - S/E),520.0,6.0
4,1,Low, D,853,Large_Unit,8560000,10035,9/11/2023,South West,2. Premium (Full River - West/Sun),720.0,8.5
41,25,Mid, D,304,Small_Unit,4200000,13816,8/11/2023,South,6. Normal (Good Direction - S/E),220.0,6.0
48,8,Low, D,304,Small_Unit,4050000,13322,8/11/2023,South,6. Normal (Good Direction - S/E),200.0,6.0
23,19,Mid, F,451,Middle_Unit,6000000,13304,7/11/2023,South East,6. Normal (Good Direction - S/E),350.0,6.0
47,21,Mid, C,304,Small_Unit,4200000,13816,6/11/2023,South,6. Normal (Good Direction - S/E),180.0,6.0
30,7,Low, H,327,Small_Unit,4100000,12538,1/11/2023,East,9. Poor Close (Wall View),420.0,3.0
39,4,Low, A,284,Small_Unit,3780000,13310,1/11/2023,East,9. Poor Close (Wall View),180.0,3.0
30,24,Mid, H,327,Small_Unit,4300000,13150,30/10/2023,East,9. Poor Close (Wall View),420.0,3.0
21,27,High, E,451,Middle_Unit,6500000,14412,27/10/2023,South East,6. Normal (Good Direction - S/E),500.0,6.0
20,27,High, D,327,Small_Unit,5000000,15291,25/10/2023,South West,6. Normal (Good Direction - S/E),520.0,6.0
30,11,Mid, A,451,Middle_Unit,5880000,13038,25/10/2023,South,5. Good Internal (Pool/Garden/Mall),420.0,6.5
15,3,Low, D,853,Large_Unit,9600000,11254,25/10/2023,South West,3. Premium Partial (Slivers of Water/Park),650.0,8.0
49,22,Mid, G,304,Small_Unit,3980000,13092,24/10/2023,North East,6. Normal (Good Direction - S/E),220.0,6.0
43,12,Mid, B,284,Small_Unit,3778000,13303,17/10/2023,West,9. Poor Close (Wall View),220.0,3.0
36,34,High, H,307,Small_Unit,4250000,13844,16/10/2023,West,10. Poor Street (Busy Road),300.0,2.0
52,31,High, C,304,Small_Unit,4200000,13816,16/10/2023,South West,6. Normal (Good Direction - S/E),280.0,6.0
49,32,High, E,284,Small_Unit,4068000,14324,13/10/2023,South East,6. Normal (Good Direction - S/E),220.0,6.0
3,16,Mid, F,451,Middle_Unit,6400000,14191,11/10/2023,South East,3. Premium Partial (Slivers of Water/Park),700.0,8.0
7,14,Mid, B,515,Middle_Unit,6070000,11786,6/10/2023,North West,2. Premium (Full River - West/Sun),600.0,8.5
25,17,Mid, B,688,Large_Unit,7900000,11483,5/10/2023,North,8. Normal (Poor Direction - N/W),400.0,4.5
39,26,High, D,304,Small_Unit,4380000,14408,4/10/2023,South,9. Poor Close (Wall View),180.0,3.0
4,22,Mid, A,819,Large_Unit,9000000,10989,29/9/2023,North West,11. Poor Highway (Tai Chung Kiu Noise Penalty),720.0,1.0
36,4,Low, A,478,Middle_Unit,5928000,12402,27/9/2023,North,9. Poor Close (Wall View),300.0,3.0
44,25,Mid, B,284,Small_Unit,4350000,15317,26/9/2023,West,9. Poor Close (Wall View),150.0,3.0
30,13,Mid, A,451,Middle_Unit,5900000,13082,25/9/2023,South,5. Good Internal (Pool/Garden/Mall),420.0,6.5
28,23,Mid, A,688,Large_Unit,7790000,11323,25/9/2023,East,6. Normal (Good Direction - S/E),480.0,6.0
41,28,High, E,284,Small_Unit,4410000,15528,22/9/2023,East,9. Poor Close (Wall View),220.0,3.0
49,7,Low, H,304,Small_Unit,4500000,14803,19/9/2023,North East,6. Normal (Good Direction - S/E),220.0,6.0
8,4,Low, G,327,Small_Unit,4500000,13761,15/9/2023,North East,6. Normal (Good Direction - S/E),620.0,6.0
38,26,High, E,284,Small_Unit,4450000,15669,14/9/2023,West,9. Poor Close (Wall View),150.0,3.0
9,4,Low, H,327,Small_Unit,5100000,15596,13/9/2023,North East,6. Normal (Good Direction - S/E),600.0,6.0
52,3,Low, E,284,Small_Unit,3800000,13380,13/9/2023,South East,6. Normal (Good Direction - S/E),280.0,6.0
20,20,Mid, D,327,Small_Unit,5400000,16514,12/9/2023,South West,6. Normal (Good Direction - S/E),520.0,6.0
30,23,Mid, H,327,Small_Unit,4900000,14985,12/9/2023,East,9. Poor Close (Wall View),420.0,3.0
22,8,Low, D,504,Middle_Unit,6000000,11905,11/9/2023,South West,6. Normal (Good Direction - S/E),480.0,6.0
43,30,High, B,284,Small_Unit,4280000,15070,11/9/2023,West,9. Poor Close (Wall View),220.0,3.0
39,10,Low, F,284,Small_Unit,4510000,15880,11/9/2023,West,9. Poor Close (Wall View),180.0,3.0
21,15,Mid, D,327,Small_Unit,5070000,15505,11/9/2023,South West,6. Normal (Good Direction - S/E),500.0,6.0
37,6,Low, A,284,Small_Unit,4500000,15845,7/9/2023,East,6. Normal (Good Direction - S/E),150.0,6.0
51,23,Mid, D,304,Small_Unit,4280000,14079,6/9/2023,South West,6. Normal (Good Direction - S/E),280.0,6.0
7,26,High, B,515,Middle_Unit,6700000,13010,6/9/2023,North West,2. Premium (Full River - West/Sun),600.0,8.5
29,7,Low, B,451,Middle_Unit,5830000,12927,4/9/2023,East,9. Poor Close (Wall View),450.0,3.0
16,22,Mid, A,451,Middle_Unit,6780000,15033,4/9/2023,North West,8. Normal (Poor Direction - N/W),500.0,4.5
17,24,Mid, G,327,Small_Unit,4750000,14526,4/9/2023,North East,6. Normal (Good Direction - S/E),520.0,6.0
1,17,Mid, A,451,Middle_Unit,5500000,12195,21/8/2023,North West,2. Premium (Full River - West/Sun),650.0,8.5
1,11,Mid, H,327,Small_Unit,4880000,14924,17/8/2023,North East,2. Premium (Full River - West/Sun),650.0,8.5
45,23,Mid, A,284,Small_Unit,4500000,15845,15/8/2023,West,9. Poor Close (Wall View),150.0,3.0
39,12,Mid, H,304,Small_Unit,4980000,16382,7/8/2023,North,10. Poor Street (Busy Road),180.0,2.0
40,13,Mid, C,304,Small_Unit,4830000,15888,3/8/2023,South,9. Poor Close (Wall View),200.0,3.0
15,21,Mid, D,853,Large_Unit,10800000,12661,2/8/2023,South West,3. Premium Partial (Slivers of Water/Park),650.0,8.0
11,22,Mid, F,484,Middle_Unit,6980000,14421,2/8/2023,South East,1. Premium Plus (Full River/Park),550.0,9.0
45,21,Mid, B,284,Small_Unit,4700000,16549,2/8/2023,West,9. Poor Close (Wall View),150.0,3.0
8,28,High, G,327,Small_Unit,6000000,18349,1/8/2023,North East,6. Normal (Good Direction - S/E),620.0,6.0
16,24,Mid, H,327,Small_Unit,5200000,15902,28/7/2023,North East,6. Normal (Good Direction - S/E),500.0,6.0
43,4,Low, B,284,Small_Unit,4500000,15845,28/7/2023,West,9. Poor Close (Wall View),220.0,3.0
8,13,Mid, D,327,Small_Unit,4300000,13150,27/7/2023,South West,6. Normal (Good Direction - S/E),620.0,6.0
24,27,High, A,447,Middle_Unit,7250000,16219,27/7/2023,East,9. Poor Close (Wall View),380.0,3.0
12,20,Mid, A,515,Middle_Unit,7180000,13942,26/7/2023,North West,1. Premium Plus (Full River/Park),580.0,9.0
46,12,Mid, C,304,Small_Unit,5180000,17039,26/7/2023,South,6. Normal (Good Direction - S/E),180.0,6.0
45,25,Mid, C,304,Small_Unit,5080000,16711,19/7/2023,South,6. Normal (Good Direction - S/E),150.0,6.0
45,13,Mid, D,304,Small_Unit,4950000,16283,18/7/2023,South,6. Normal (Good Direction - S/E),150.0,6.0
18,22,Mid, E,504,Middle_Unit,7310000,14504,14/7/2023,South East,6. Normal (Good Direction - S/E),550.0,6.0
51,27,High, B,284,Small_Unit,4300000,15141,13/7/2023,North West,8. Normal (Poor Direction - N/W),280.0,4.5
32,9,Low, E,451,Middle_Unit,6000000,13304,11/7/2023,North,10. Poor Street (Busy Road),380.0,2.0
3,20,Mid, H,327,Small_Unit,5260000,16086,5/7/2023,North East,2. Premium (Full River - West/Sun),700.0,8.5
46,22,Mid, C,304,Small_Unit,4880000,16053,5/7/2023,South,6. Normal (Good Direction - S/E),180.0,6.0
34,32,High, C,707,Large_Unit,9700000,13720,4/7/2023,North,4. Good Open (High Floor City),300.0,7.0
46,18,Mid, D,304,Small_Unit,5100000,16776,3/7/2023,South,6. Normal (Good Direction - S/E),180.0,6.0
21,23,Mid, A,451,Middle_Unit,6630000,14701,30/6/2023,North West,8. Normal (Poor Direction - N/W),500.0,4.5
44,6,Low, F,284,Small_Unit,4450000,15669,29/6/2023,East,9. Poor Close (Wall View),150.0,3.0
33,17,Mid, A,820,Large_Unit,11580000,14122,28/6/2023,East,6. Normal (Good Direction - S/E),350.0,6.0
31,16,Mid, C,327,Small_Unit,5260000,16086,26/6/2023,West,9. Poor Close (Wall View),400.0,3.0
22,1,Low, E,504,Middle_Unit,6000000,11905,23/6/2023,South East,6. Normal (Good Direction - S/E),480.0,6.0
4,12,Mid, D,853,Large_Unit,10500000,12309,21/6/2023,South West,2. Premium (Full River - West/Sun),720.0,8.5
47,28,High, G,304,Small_Unit,5200000,17105,15/6/2023,North,10. Poor Street (Busy Road),180.0,2.0
37,31,High, E,284,Small_Unit,4800000,16901,15/6/2023,West,9. Poor Close (Wall View),150.0,3.0
11,24,Mid, C,484,Middle_Unit,6380000,13182,13/6/2023,South West,3. Premium Partial (Slivers of Water/Park),550.0,8.0
43,22,Mid, D,304,Small_Unit,4500000,14803,12/6/2023,South,6. Normal (Good Direction - S/E),220.0,6.0
50,21,Mid, A,284,Small_Unit,5070000,17852,9/6/2023,North West,8. Normal (Poor Direction - N/W),250.0,4.5
47,30,High, C,304,Small_Unit,5180000,17039,8/6/2023,South,6. Normal (Good Direction - S/E),180.0,6.0
46,7,Low, B,284,Small_Unit,4800000,16901,7/6/2023,West,10. Poor Street (Busy Road),180.0,2.0
13,7,Low, D,853,Large_Unit,9600000,11254,6/6/2023,South West,6. Normal (Good Direction - S/E),700.0,6.0
24,7,Low, F,447,Middle_Unit,6695000,14978,31/5/2023,North,8. Normal (Poor Direction - N/W),380.0,4.5
36,15,Mid, D,307,Small_Unit,5150000,16775,24/5/2023,East,6. Normal (Good Direction - S/E),300.0,6.0
